Gene,Non-unique Gene name,Annotation,USDA1021,WSM1022
group_641,,Purine-binding protein,USDA1021_04356,WSM1022_04225
group_640,,hypothetical protein,USDA1021_04076,WSM1022_03977
gldA,gldA,Glycerol dehydrogenase,USDA1021_03071,WSM1022_02511
group_639,,hypothetical protein,USDA1021_00713,WSM1022_01478
msmX_3,msmX_3,Oligosaccharides import ATP-binding protein MsmX,USDA1021_06614,WSM1022_06172
group_637,,hypothetical protein,USDA1021_05996,WSM1022_05607
emrA_3,emrA_3,Colistin resistance protein EmrA,USDA1021_05535,WSM1022_05495
nspC,nspC,Carboxynorspermidine/carboxyspermidine decarboxylase,USDA1021_05399,WSM1022_05365
rfuC_2,rfuC_2,putative riboflavin import permease protein RfuC,USDA1021_05246,WSM1022_05214
group_636,,hypothetical protein,USDA1021_04920,WSM1022_03717
tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,USDA1021_02464,WSM1022_03074
ilvE_2,ilvE_2,Branched-chain-amino-acid aminotransferase,USDA1021_02033,WSM1022_03526
dcd,dcd,dCTP deaminase dUMP-forming,USDA1021_01737,WSM1022_00283
aroC,aroC,Chorismate synthase,USDA1021_01607,WSM1022_00657
hcr_2,hcr_2,NADH oxidoreductase HCR,USDA1021_05870,WSM1022_00627
mshA_6,mshA_6,D-inositol-3-phosphate glycosyltransferase,USDA1021_05255,WSM1022_05221
potF,potF,Putrescine-binding periplasmic protein,USDA1021_05093,WSM1022_05059
group_634,,hypothetical protein,USDA1021_03215,WSM1022_02368
yciC,yciC,Putative metal chaperone YciC,USDA1021_02735,WSM1022_02859
iolG_7,iolG_7,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,USDA1021_02476,WSM1022_03061
ribBA,ribBA,Riboflavin biosynthesis protein RibBA,USDA1021_01606,WSM1022_00658
mutY,mutY,Adenine DNA glycosylase,USDA1021_01579,WSM1022_00686
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,USDA1021_00102,WSM1022_02136
arnC,arnC,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,USDA1021_06446,WSM1022_06004
ino1,ino1,Inositol-3-phosphate synthase,USDA1021_05129,WSM1022_05095
macA_2,macA_2,Macrolide export protein MacA,USDA1021_04598,WSM1022_04466
group_632,,hypothetical protein,USDA1021_03284,WSM1022_02297
ychF,ychF,Ribosome-binding ATPase YchF,USDA1021_03271,WSM1022_02310
group_631,,hypothetical protein,USDA1021_03137,WSM1022_02444
lysDH,lysDH,Lysine 6-dehydrogenase,USDA1021_02510,WSM1022_03025
ctaA,ctaA,Heme A synthase,USDA1021_01175,WSM1022_01026
group_630,,putative protein,USDA1021_00063,WSM1022_02175
phnI,phnI,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI,USDA1021_05487,WSM1022_05446
adh1_2,adh1_2,Long-chain-alcohol dehydrogenase 1,USDA1021_05225,WSM1022_05193
wbiB,wbiB,dTDP-L-rhamnose 4-epimerase,USDA1021_05133,WSM1022_05099
group_629,,hypothetical protein,USDA1021_02828,WSM1022_02755
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,USDA1021_01915,WSM1022_00102
group_628,,Leu/Ile/Val-binding protein,USDA1021_01584,WSM1022_00681
takP,takP,Alpha-keto acid-binding periplasmic protein TakP,USDA1021_00456,WSM1022_01779
group_627,,hypothetical protein,USDA1021_00242,WSM1022_01998
ugpC_8,ugpC_8,sn-glycerol-3-phosphate import ATP-binding protein UgpC,USDA1021_04449,WSM1022_04296
btuD_4,btuD_4,Vitamin B12 import ATP-binding protein BtuD,USDA1021_00873,WSM1022_01320
gsiC_1,gsiC_1,Glutathione transport system permease protein GsiC,USDA1021_00024,WSM1022_02212
ybhR,ybhR,putative multidrug ABC transporter permease YbhR,USDA1021_06434,WSM1022_05992
cytR_5,cytR_5,HTH-type transcriptional repressor CytR,USDA1021_06384,WSM1022_05942
group_624,,hypothetical protein,USDA1021_06235,WSM1022_05796
malK_6,malK_6,Maltose/maltodextrin import ATP-binding protein MalK,USDA1021_06004,WSM1022_05615
carE,carE,Caffeyl-CoA reductase-Etf complex subunit CarE,USDA1021_04637,WSM1022_04499
pucG,pucG,(S)-ureidoglycine--glyoxylate transaminase,USDA1021_04362,WSM1022_04231
hisC_5,hisC_5,Histidinol-phosphate aminotransferase,USDA1021_03786,WSM1022_04762
group_622,,NADH oxidase,USDA1021_03684,WSM1022_04847
hpd,hpd,4-hydroxyphenylpyruvate dioxygenase,USDA1021_02662,WSM1022_02931
group_620,,hypothetical protein,USDA1021_02313,WSM1022_03235
ugpC_3,ugpC_3,sn-glycerol-3-phosphate import ATP-binding protein UgpC,USDA1021_02297,WSM1022_03250
leuB,leuB,3-isopropylmalate dehydrogenase,USDA1021_02285,WSM1022_03262
flgI,flgI,Flagellar P-ring protein,USDA1021_05621,WSM1022_00406
osmV,osmV,Osmoprotectant import ATP-binding protein OsmV,USDA1021_04377,WSM1022_04246
potA_4,potA_4,Spermidine/putrescine import ATP-binding protein PotA,USDA1021_04205,WSM1022_04104
group_618,,hypothetical protein,USDA1021_03789,WSM1022_04759
group_615,,hypothetical protein,USDA1021_05138,WSM1022_05104
hmuU_1,hmuU_1,Hemin transport system permease protein HmuU,USDA1021_03200,WSM1022_02383
group_614,,Leu/Ile/Val-binding protein,USDA1021_03148,WSM1022_02433
dnaN_2,dnaN_2,Beta sliding clamp,USDA1021_01916,WSM1022_00101
ald_2,ald_2,Alanine dehydrogenase,USDA1021_00762,WSM1022_01430
ugpC_1,ugpC_1,sn-glycerol-3-phosphate import ATP-binding protein UgpC,USDA1021_00042,WSM1022_02194
rip3,rip3,Putative zinc metalloprotease Rip3,USDA1021_06263,WSM1022_05824
mdtE,mdtE,Multidrug resistance protein MdtE,USDA1021_05964,WSM1022_05577
group_613,,hypothetical protein,USDA1021_05946,WSM1022_05559
hisC_2,hisC_2,Histidinol-phosphate aminotransferase,USDA1021_01450,WSM1022_00835
nemA_1,nemA_1,N-ethylmaleimide reductase,USDA1021_00834,WSM1022_01361
potA_2,potA_2,Spermidine/putrescine import ATP-binding protein PotA,USDA1021_00036,WSM1022_02200
group_612,,N-succinyl-L-Arg/Lys racemase,USDA1021_04380,WSM1022_04249
argE,argE,Acetylornithine deacetylase,USDA1021_04160,WSM1022_04065
recF,recF,DNA replication and repair protein RecF,USDA1021_02067,WSM1022_03484
mmpA,mmpA,Metalloprotease MmpA,USDA1021_00900,WSM1022_01292
murG_1,murG_1,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,USDA1021_00105,WSM1022_02133
sugC_1,sugC_1,Trehalose import ATP-binding protein SugC,USDA1021_00043,WSM1022_02193
dauA_2,dauA_2,FAD-dependent catabolic D-arginine dehydrogenase DauA,USDA1021_06456,WSM1022_06014
group_611,,hypothetical protein,USDA1021_05385,WSM1022_05350
flhA_2,flhA_2,S-(hydroxymethyl)glutathione dehydrogenase,USDA1021_05200,WSM1022_05168
pqqE,pqqE,PqqA peptide cyclase,USDA1021_05169,WSM1022_05137
group_610,,hypothetical protein,USDA1021_01931,WSM1022_00086
ada,ada,Bifunctional transcriptional activator/DNA repair enzyme Ada,USDA1021_01815,WSM1022_00206
flhA_1,flhA_1,S-(hydroxymethyl)glutathione dehydrogenase,USDA1021_01014,WSM1022_01181
group_609,,hypothetical protein,USDA1021_06440,WSM1022_05998
mnmC_3,mnmC_3,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,USDA1021_06147,WSM1022_05708
tqsA_2,tqsA_2,AI-2 transport protein TqsA,USDA1021_05708,WSM1022_00491
group_608,,hypothetical protein,USDA1021_05213,WSM1022_05181
group_607,,hypothetical protein,USDA1021_05136,WSM1022_05102
iolG_2,iolG_2,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,USDA1021_01894,WSM1022_00124
group_606,,hypothetical protein,USDA1021_01581,WSM1022_00684
tgt,tgt,Queuine tRNA-ribosyltransferase,USDA1021_00810,WSM1022_01384
malK_8,malK_8,Maltose/maltodextrin import ATP-binding protein MalK,USDA1021_06485,WSM1022_06042
oatA_2,oatA_2,O-acetyltransferase OatA,USDA1021_06447,WSM1022_06005
group_605,,hypothetical protein,USDA1021_06031,WSM1022_05642
msiK_1,msiK_1,Diacetylchitobiose uptake system ATP-binding protein MsiK,USDA1021_05216,WSM1022_05183
btuD_10,btuD_10,Vitamin B12 import ATP-binding protein BtuD,USDA1021_03788,WSM1022_04760
aroB,aroB,3-dehydroquinate synthase,USDA1021_02932,WSM1022_02647
gcvT_3,gcvT_3,Aminomethyltransferase,USDA1021_02152,WSM1022_03399
rfuC_1,rfuC_1,putative riboflavin import permease protein RfuC,USDA1021_02125,WSM1022_03426
yejE,yejE,Inner membrane ABC transporter permease protein YejE,USDA1021_02098,WSM1022_03453
iolG_1,iolG_1,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,USDA1021_00454,WSM1022_01781
group_603,,hypothetical protein,USDA1021_00008,WSM1022_02228
group_602,,hypothetical protein,USDA1021_06629,WSM1022_06187
lldD_3,lldD_3,L-lactate dehydrogenase,USDA1021_06174,WSM1022_05734
sucB_2,sucB_2,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,USDA1021_05356,WSM1022_05321
group_601,,hypothetical protein,USDA1021_02498,WSM1022_03038
phnM,phnM,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,USDA1021_06463,WSM1022_06021
hisZ,hisZ,ATP phosphoribosyltransferase regulatory subunit,USDA1021_05787,WSM1022_00546
ldc,ldc,Lysine/ornithine decarboxylase,USDA1021_02730,WSM1022_02864
dnaJ_2,dnaJ_2,Chaperone protein DnaJ,USDA1021_02072,WSM1022_03479
dadX,dadX,Alanine racemase catabolic,USDA1021_01289,WSM1022_00914
group_599,,Putative transport protein,USDA1021_01232,WSM1022_00971
gcvT_1,gcvT_1,Aminomethyltransferase,USDA1021_00851,WSM1022_01342
group_598,,hypothetical protein,USDA1021_00543,WSM1022_01693
group_597,,Monocarboxylate 2-oxoacid-binding periplasmic protein,USDA1021_00237,WSM1022_02003
group_596,,hypothetical protein,USDA1021_06018,WSM1022_05629
potA_7,potA_7,Spermidine/putrescine import ATP-binding protein PotA,USDA1021_05684,WSM1022_00467
group_595,,hypothetical protein,USDA1021_05658,WSM1022_00438
acdA_2,acdA_2,Acyl-CoA dehydrogenase,USDA1021_05495,WSM1022_05454
vioD,vioD,Capreomycidine synthase,USDA1021_00403,WSM1022_01830
ydiK_3,ydiK_3,Putative transport protein YdiK,USDA1021_04723,WSM1022_04633
group_593,,Ca(2+)/H(+) antiporter,USDA1021_04718,WSM1022_04628
lldD_2,lldD_2,L-lactate dehydrogenase,USDA1021_03796,WSM1022_04752
yjiA_2,yjiA_2,P-loop guanosine triphosphatase YjiA,USDA1021_02921,WSM1022_02656
group_592,,hypothetical protein,USDA1021_02826,WSM1022_02757
lldD_1,lldD_1,Putative L-lactate dehydrogenase,USDA1021_01795,WSM1022_00227
group_591,,hypothetical protein,USDA1021_01484,WSM1022_00802
mdh_1,mdh_1,NAD-dependent methanol dehydrogenase,USDA1021_00069,WSM1022_02169
dgoD_2,dgoD_2,D-galactonate dehydratase,USDA1021_06788,WSM1022_06378
group_589,,hypothetical protein,USDA1021_05949,WSM1022_05562
group_587,,hypothetical protein,USDA1021_03235,WSM1022_02350
pntAA,pntAA,NAD(P) transhydrogenase subunit alpha part 1,USDA1021_02743,WSM1022_02851
group_586,,hypothetical protein,USDA1021_02171,WSM1022_03379
xdh,xdh,D-xylose dehydrogenase,USDA1021_02132,WSM1022_03419
glnL,glnL,Sensory histidine kinase/phosphatase NtrB,USDA1021_00945,WSM1022_01248
group_585,,hypothetical protein,USDA1021_06324,WSM1022_05882
sugC_4,sugC_4,Trehalose import ATP-binding protein SugC,USDA1021_06278,WSM1022_05839
doeA_1,doeA_1,Ectoine hydrolase,USDA1021_03282,WSM1022_02299
rnd_1,rnd_1,Ribonuclease D,USDA1021_01226,WSM1022_00977
group_584,,hypothetical protein,USDA1021_01108,WSM1022_01088
ybhS,ybhS,putative multidrug ABC transporter permease YbhS,USDA1021_06433,WSM1022_05991
apbC,apbC,Iron-sulfur cluster carrier protein,USDA1021_05827,WSM1022_00586
zapE,zapE,Cell division protein ZapE,USDA1021_02485,WSM1022_03052
yhdY,yhdY,Inner membrane amino-acid ABC transporter permease protein YhdY,USDA1021_00925,WSM1022_01267
dacD,dacD,D-alanyl-D-alanine carboxypeptidase DacD,USDA1021_00787,WSM1022_01404
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,USDA1021_00104,WSM1022_02134
group_581,,hypothetical protein,USDA1021_05837,WSM1022_00596
group_580,,hypothetical protein,USDA1021_05332,WSM1022_05298
bepF_2,bepF_2,Efflux pump periplasmic linker BepF,USDA1021_02851,WSM1022_02734
pabB,pabB,Aminodeoxychorismate synthase component 1,USDA1021_02808,WSM1022_02775
group_579,,Cellobiose 2-epimerase,USDA1021_02619,WSM1022_02974
group_578,,hypothetical protein,USDA1021_02310,WSM1022_03236
aspC_1,aspC_1,Aspartate/prephenate aminotransferase,USDA1021_01087,WSM1022_01109
dusA,dusA,tRNA-dihydrouridine(20/20a) synthase,USDA1021_00473,WSM1022_01764
yfdE,yfdE,Acetyl-CoA:oxalate CoA-transferase,USDA1021_06630,WSM1022_06188
cyoA,cyoA,Cytochrome bo(3) ubiquinol oxidase subunit 2,USDA1021_05978,WSM1022_05589
agaAII,agaAII,N-acetylgalactosamine-6-phosphate deacetylase,USDA1021_02052,WSM1022_03499
group_575,,putative protein,USDA1021_02038,WSM1022_03521
group_574,,hypothetical protein,USDA1021_01753,WSM1022_00267
acdA_1,acdA_1,Acyl-CoA dehydrogenase,USDA1021_00028,WSM1022_02208
ydcS,ydcS,Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein,USDA1021_00015,WSM1022_02221
acdA_4,acdA_4,Acyl-CoA dehydrogenase,USDA1021_06601,WSM1022_06159
group_572,,hypothetical protein,USDA1021_06567,WSM1022_06123
btuD_15,btuD_15,Vitamin B12 import ATP-binding protein BtuD,USDA1021_06329,WSM1022_05887
cya_3,cya_3,Bifunctional hemolysin/adenylate cyclase,USDA1021_06062,WSM1022_05671
hipO_2,hipO_2,Hippurate hydrolase,USDA1021_02919,WSM1022_02658
group_571,,hypothetical protein,USDA1021_02131,WSM1022_03420
queG,queG,Epoxyqueuosine reductase,USDA1021_01925,WSM1022_00092
group_570,,hypothetical protein,USDA1021_01842,WSM1022_00177
potD,potD,Spermidine/putrescine-binding periplasmic protein,USDA1021_00035,WSM1022_02201
metB,metB,Cystathionine gamma-synthase,USDA1021_02174,WSM1022_03376
aspC_2,aspC_2,Aspartate aminotransferase,USDA1021_01704,WSM1022_00315
ycaD_1,ycaD_1,putative MFS-type transporter YcaD,USDA1021_00801,WSM1022_01393
group_568,,hypothetical protein,USDA1021_00673,WSM1022_01575
iscS,iscS,IscS-like cysteine desulfurase,USDA1021_00638,WSM1022_01606
amiC_1,amiC_1,Aliphatic amidase expression-regulating protein,USDA1021_00422,WSM1022_01813
hipO_4,hipO_4,Hippurate hydrolase,USDA1021_06521,WSM1022_06078
group_566,,hypothetical protein,USDA1021_05959,WSM1022_05572
group_565,,putative zinc-binding alcohol dehydrogenase,USDA1021_05292,WSM1022_05258
group_564,,hypothetical protein,USDA1021_05207,WSM1022_05175
gci_1,gci_1,D-galactarolactone cycloisomerase,USDA1021_04445,WSM1022_04292
hcnC,hcnC,Hydrogen cyanide synthase subunit HcnC,USDA1021_04421,WSM1022_04267
rlmL,rlmL,Ribosomal RNA large subunit methyltransferase K/L,USDA1021_01861,WSM1022_00158
hipO_1,hipO_1,Hippurate hydrolase,USDA1021_01699,WSM1022_00320
bshA,bshA,N-acetyl-alpha-D-glucosaminyl L-malate synthase,USDA1021_01182,WSM1022_01019
lpxB,lpxB,Lipid-A-disaccharide synthase,USDA1021_00894,WSM1022_01298
fadA_1,fadA_1,3-ketoacyl-CoA thiolase,USDA1021_00690,WSM1022_01557
group_561,,hypothetical protein,USDA1021_06407,WSM1022_05965
braC,braC,Leucine- isoleucine- valine- threonine- and alanine-binding protein,USDA1021_05467,WSM1022_05426
pobA,pobA,p-hydroxybenzoate hydroxylase,USDA1021_05452,WSM1022_05411
hipA,hipA,Serine/threonine-protein kinase toxin HipA,USDA1021_04807,WSM1022_04665
aar,aar,L-alanine/L-glutamate racemase,USDA1021_03113,WSM1022_02462
livK,livK,Leucine-specific-binding protein,USDA1021_03037,WSM1022_02544
group_560,,hypothetical protein,USDA1021_01263,WSM1022_00940
group_559,,hypothetical protein,USDA1021_06537,WSM1022_06093
group_558,,hypothetical protein,USDA1021_05830,WSM1022_00589
group_557,,hypothetical protein,USDA1021_05434,WSM1022_05393
group_556,,hypothetical protein,USDA1021_05034,WSM1022_03596
dxr,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,USDA1021_02553,WSM1022_02981
ydiK_1,ydiK_1,Putative transport protein YdiK,USDA1021_01761,WSM1022_00259
ackA_2,ackA_2,Acetate kinase,USDA1021_06451,WSM1022_06009
group_553,,hypothetical protein,USDA1021_06408,WSM1022_05966
group_550,,hypothetical protein,USDA1021_04206,WSM1022_04105
dapL,dapL,LL-diaminopimelate aminotransferase,USDA1021_03124,WSM1022_02454
serC,serC,Phosphoserine aminotransferase,USDA1021_02876,WSM1022_02708
ydcO,ydcO,Inner membrane protein YdcO,USDA1021_03275,WSM1022_02306
proB,proB,Glutamate 5-kinase,USDA1021_02437,WSM1022_03099
phaA,phaA,Acetyl-CoA acetyltransferase,USDA1021_02331,WSM1022_03218
hemW,hemW,Heme chaperone HemW,USDA1021_01877,WSM1022_00142
pbuE,pbuE,Purine efflux pump PbuE,USDA1021_06466,WSM1022_06024
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,USDA1021_06453,WSM1022_06011
group_546,,hypothetical protein,USDA1021_05634,WSM1022_00415
iolG_8,iolG_8,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,USDA1021_02713,WSM1022_02881
metZ,metZ,O-succinylhomoserine sulfhydrylase,USDA1021_01738,WSM1022_00282
ycaD_2,ycaD_2,putative MFS-type transporter YcaD,USDA1021_01113,WSM1022_01083
group_545,,hypothetical protein,USDA1021_00191,WSM1022_02048
acdA_3,acdA_3,Acyl-CoA dehydrogenase,USDA1021_06454,WSM1022_06012
group_543,,hypothetical protein,USDA1021_05227,WSM1022_05195
group_542,,hypothetical protein,USDA1021_05191,WSM1022_05159
group_541,,Methionine aminopeptidase 1 mitochondrial,USDA1021_04458,WSM1022_04305
kbl,kbl,2-amino-3-ketobutyrate coenzyme A ligase,USDA1021_03311,WSM1022_02270
bepF_3,bepF_3,Efflux pump periplasmic linker BepF,USDA1021_03167,WSM1022_02414
group_540,,hypothetical protein,USDA1021_03078,WSM1022_02496
group_539,,hypothetical protein,USDA1021_01681,WSM1022_00338
metC_1,metC_1,Cystathionine beta-lyase MetC,USDA1021_00922,WSM1022_01270
group_538,,hypothetical protein,USDA1021_00910,WSM1022_01282
group_537,,hypothetical protein,USDA1021_00551,WSM1022_01684
soxA_1,soxA_1,Monomeric sarcosine oxidase,USDA1021_00094,WSM1022_02144
arnB,arnB,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,USDA1021_06551,WSM1022_06107
pglH,pglH,GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-14-N-acetyl-D-galactosaminyltransferase,USDA1021_06549,WSM1022_06105
dgoD_1,dgoD_1,D-galactonate dehydratase,USDA1021_04999,WSM1022_03636
group_536,,hypothetical protein,USDA1021_04585,WSM1022_04453
yliI_1,yliI_1,Aldose sugar dehydrogenase YliI,USDA1021_03300,WSM1022_02281
cobL,cobL,Precorrin-6Y C(515)-methyltransferase [decarboxylating],USDA1021_02686,WSM1022_02908
cya_1,cya_1,Bifunctional hemolysin/adenylate cyclase,USDA1021_02557,WSM1022_02978
ybjJ,ybjJ,Inner membrane protein YbjJ,USDA1021_02322,WSM1022_03227
aruH,aruH,Arginine--pyruvate transaminase AruH,USDA1021_01693,WSM1022_00326
group_535,,hypothetical protein,USDA1021_01218,WSM1022_00985
nuoD,nuoD,NADH-quinone oxidoreductase subunit D,USDA1021_01142,WSM1022_01055
ydhP_2,ydhP_2,Inner membrane transport protein YdhP,USDA1021_05304,WSM1022_05269
dapE_1,dapE_1,Succinyl-diaminopimelate desuccinylase,USDA1021_01827,WSM1022_00192
group_534,,putative acetyl-CoA acyltransferase,USDA1021_01622,WSM1022_00642
group_533,,hypothetical protein,USDA1021_00924,WSM1022_01268
group_532,,hypothetical protein,USDA1021_00533,WSM1022_01705
group_531,,hypothetical protein,USDA1021_04895,WSM1022_03742
atzC,atzC,N-isopropylammelide isopropyl amidohydrolase,USDA1021_03024,WSM1022_02557
phnW,phnW,2-aminoethylphosphonate--pyruvate transaminase,USDA1021_06333,WSM1022_05891
fsr,fsr,Fosmidomycin resistance protein,USDA1021_05860,WSM1022_00617
group_529,,hypothetical protein,USDA1021_05328,WSM1022_05294
group_528,,hypothetical protein,USDA1021_05144,WSM1022_05110
scmP,scmP,N-acetylcysteine deacetylase,USDA1021_04858,WSM1022_04673
group_527,,hypothetical protein,USDA1021_04455,WSM1022_04302
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,USDA1021_02894,WSM1022_02688
sucC,sucC,Succinate--CoA ligase [ADP-forming] subunit beta,USDA1021_02487,WSM1022_03050
group_526,,hypothetical protein,USDA1021_00483,WSM1022_01754
mdtA_1,mdtA_1,Multidrug resistance protein MdtA,USDA1021_00141,WSM1022_02097
yehY,yehY,Glycine betaine uptake system permease protein YehY,USDA1021_06492,WSM1022_06050
bcr_3,bcr_3,Bicyclomycin resistance protein,USDA1021_02982,WSM1022_02597
pgk,pgk,Phosphoglycerate kinase,USDA1021_02841,WSM1022_02744
group_523,,hypothetical protein,USDA1021_02773,WSM1022_02821
group_522,,hypothetical protein,USDA1021_02655,WSM1022_02938
aruC,aruC,Succinylornithine transaminase/acetylornithine aminotransferase,USDA1021_01743,WSM1022_00277
group_521,,hypothetical protein,USDA1021_01617,WSM1022_00647
mltG,mltG,Endolytic murein transglycosylase,USDA1021_01271,WSM1022_00932
group_520,,hypothetical protein,USDA1021_06544,WSM1022_06100
group_519,,hypothetical protein,USDA1021_05726,WSM1022_00509
group_518,,Leu/Ile/Val-binding protein,USDA1021_03998,WSM1022_03914
aatA,aatA,Aspartate/prephenate aminotransferase,USDA1021_03303,WSM1022_02278
group_517,,hypothetical protein,USDA1021_02430,WSM1022_03106
group_516,,hypothetical protein,USDA1021_00437,WSM1022_01798
group_515,,hypothetical protein,USDA1021_06298,WSM1022_05857
group_514,,NADH dehydrogenase-like protein,USDA1021_06163,WSM1022_05724
pcaF,pcaF,Beta-ketoadipyl-CoA thiolase,USDA1021_05446,WSM1022_05405
nepI_3,nepI_3,Purine ribonucleoside efflux pump NepI,USDA1021_05411,WSM1022_05376
carA_2,carA_2,Carbamoyl-phosphate synthase small chain,USDA1021_03307,WSM1022_02274
group_513,,hypothetical protein,USDA1021_02627,WSM1022_02967
nagC_2,nagC_2,N-acetylglucosamine repressor,USDA1021_02477,WSM1022_03060
