Mt5.0 (r1.7) locus tag,ACRONYM,new locus_tag (r1.7),DESCRIPTION,Publication,ID Mt5.0 (r1.6),ID Mt4.0,ID Mt20120830,Affymetrix probe set,Nimblegen probe
MtrunA17_Chr2g0317231,MtPCY55,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr2g0317231,Medtr2g079030,Mt0027_10352,Mtr.33752.1.S1_at,Medtr_v1_077087
MtrunA17_Chr8g0360371,MtPCY56,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0360371,Medtr8g463180,Mt0034_00319,Mtr.12543.1.S1_at,Medtr_v1_088835
MtrunA17_Chr6g0453921,MtPCY57,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr6g0453921,Medtr6g013420,Mt0025_10305,Mtr.575.1.S1_at,Medtr_v1_038570
MtrunA17_Chr6g0453801,MtPCY58,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr6g0453801,Medtr6g013200,Mt0025_10293,Mtr.25731.1.S1_at,Medtr_v1_038552
MtrunA17_Chr1g0150131,MtPCY59,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr1g0150131,Medtr1g014120,Mt0002_10272,Mtr.17895.1.S1_at,Medtr_v1_004333
MtrunA17_Chr2g0331181,MtPCY60,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr2g0331181,Medtr2g101300,Mt0016_10223,Mtr.49130.1.S1_at,Medtr_v1_013635
MtrunA17_Chr8g0385031,MtPCY61,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0385031,Medtr8g095013,Mt0009_00474,Mtr.24051.1.S1_at,Medtr_v1_051848
MtrunA17_Chr4g0069551,MtPCY62,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0069551,Medtr4g124280,Mt0001_10542,#N/A,Medtr_v1_027547
MtrunA17_Chr8g0379081,MtPCY63,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0379081,Medtr8g086360,Mt0009_10081,Mtr.50678.1.S1_at,Medtr_v1_051261
MtrunA17_Chr4g0039721,MtPCY64,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0039721,Medtr4g077787,Mt0003_01184,Mtr.23022.1.S1_at,Medtr_v1_071988
MtrunA17_Chr8g0385021,MtPCY66,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0385021,Medtr8g094990,Mt0009_10475,Mtr.24049.1.S1_at,Medtr_v1_051847
MtrunA17_Chr3g0136871,MtPCY67,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr3g0136871,Medtr3g105930,Mt0007_10869,#N/A,Medtr_v1_019925
MtrunA17_Chr2g0324711,MtPCY68,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr2g0324711,Medtr2g090575,Mt0019_10507,#N/A,#N/A
MtrunA17_Chr2g0289741,MtPCY69,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr2g0289741,Medtr2g025580,Mt0018_00044,Msa.1744.1.S1_at,Medtr_v1_010237
MtrunA17_Chr8g0380711,MtPCY7,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0380711,Medtr8g088830,Mt0009_00187,Mtr.24516.1.S1_at,Medtr_v1_051454
MtrunA17_Chr4g0073901,MtPCY70,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0073901,Medtr4g130780,Mt0001_10243,Mtr.17105.1.S1_at,Medtr_v1_027932
MtrunA17_Chr5g0440711,MtPCY71,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr5g0440711,#N/A,Mt0010_10485,Mtr.52049.1.S1_at,Medtr_v1_035640
MtrunA17_Chr4g0073921,MtPCY72,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0073921,Medtr4g130800,Mt0001_10242,Mtr.17106.1.S1_at,Medtr_v1_027933
MtrunA17_Chr5g0440801,MtPCY73,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr5g0440801,#N/A,#N/A,Mtr.22188.1.S1_s_at,#N/A
MtrunA17_Chr5g0440811,MtPCY73,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr5g0440811,#N/A,#N/A,#N/A,#N/A
MtrunA17_Chr5g0440791,MtPCY74,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr5g0440791,#N/A,Mt0010_10489,#N/A,#N/A
MtrunA17_Chr8g0385041,MtPCY75,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0385041,Medtr8g095020,Mt0009_00475,Mtr.450.1.S1_at,Medtr_v1_051849
MtrunA17_Chr1g0188981,MtPCY76,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr1g0188981,Medtr1g077790,Mt0004_10011,Mtr.13646.1.S1_at,Medtr_v1_078741
MtrunA17_Chr6g0453791,MtPCY77,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr6g0453791,Medtr6g013170,Mt0025_10292,#N/A,Medtr_v1_038549
MtrunA17_Chr3g0144921,MtPCY79,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr3g0144921,Medtr3g117110,Mt0089_00019,Mtr.51832.1.S1_at,Medtr_v1_020572
MtrunA17_Chr8g0380901,MtPCY8,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0380901,Medtr8g089110,Mt0009_10206,Mtr.10725.1.S1_at,Medtr_v1_051476
MtrunA17_Chr3g0127521,MtPCY80,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr3g0127521,Medtr3g092170,Mt0007_10216,#N/A,Medtr_v1_019012
MtrunA17_Chr7g0246301,MtPCY81,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr7g0246301,Medtr7g075770,Mt0026_00402,Mtr.23750.1.S1_at,Medtr_v1_044422
MtrunA17_Chr4g0045291,MtPCY83,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0045291,Medtr4g086730,Mt0003_11589,#N/A,#N/A
MtrunA17_Chr4g0045311,MtPCY84,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0045311,Medtr4g086750,Mt0003_11590,Mtr.27695.1.S1_at,#N/A
MtrunA17_Chr3g0133581,MtPCY85,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr3g0133581,Medtr3g101260,Mt0007_00622,Mtr.30094.1.S1_at,Medtr_v1_019653
MtrunA17_Chr4g0045281,MtPCY86,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0045281,Medtr4g086710,Mt0003_11588,#N/A,Medtr_v1_025760
MtrunA17_Chr4g0045304,MtPCY87,MtrunA17_Chr4g0045304,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr4g0045304,Medtr4g086740,Mt0003_11590,#N/A,Medtr_v1_025763
MtrunA17_Chr8g0387811,MtPCY9,#N/A,Plantacyanin/Chemocyanin,PMID:29030416,MtrunA17Chr8g0387811,#N/A,Mt0009_10687,#N/A,#N/A
MtrunA17_Chr2g0283471,MtPDC,#N/A,pyruvate decarboxylase,PMID:32003030,MtrunA17Chr2g0283471,Medtr2g015560,Mt0023_10050,Mtr.37560.1.S1_at,Medtr_v1_009767
MtrunA17_Chr3g0084701,MtPDF1,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr3g0084701,Medtr3g020340,Mt0017_10613,Mtr.9266.1.S1_at,Medtr_v1_015626
MtrunA17_Chr8g0339551,MtPDF10,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339551,#N/A,Mt0015_10333,#N/A,#N/A
MtrunA17_Chr8g0339561,MtPDF10,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339561,#N/A,#N/A,#N/A,#N/A
MtrunA17_Chr8g0339571,MtPDF10,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339571,Medtr8g012705,Mt0015_10334,#N/A,Medtr_v1_082588
MtrunA17_Chr8g0339701,MtPDF12,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339701,Medtr8g012795,Mt0015_10342,Mtr.7546.1.S1_at,Medtr_v1_077980
MtrunA17_Chr8g0339721,MtPDF18,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339721,Medtr8g012835,Mt0015_00354,Mtr.7210.1.S1_at,Medtr_v1_074748
MtrunA17_Chr4g0064831,MtPDF2,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr4g0064831,Medtr4g116060,Mt0001_00864,Mtr.18431.1.S1_at,Medtr_v1_027130
MtrunA17_Chr6g0484701,MtPDF2,#N/A,plant defensin 2,PMID:25192698,MtrunA17Chr6g0484701,Medtr6g084690,Mt0024_00108,Msa.3046.1.S1_at,Medtr_v1_066748
MtrunA17_Chr8g0339741,MtPDF23,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339741,Medtr8g012875,Mt0015_00359,Mtr.3215.1.S1_at,Medtr_v1_086784
MtrunA17_Chr8g0339751,MtPDF24,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339751,Medtr8g012885,Mt0015_00360,Mtr.31214.1.S1_s_at,Medtr_v1_077025
MtrunA17_Chr8g0345161,MtPDF27,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0345161,Medtr8g023090,Mt0028_00225,Mtr.24480.1.S1_at,Medtr_v1_049011
MtrunA17_Chr8g0357291,MtPDF28,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0357291,Medtr8g056870,Mt0104_00044,Mtr.19120.1.S1_at,Medtr_v1_049925
MtrunA17_Chr8g0357271,MtPDF29,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0357271,Medtr8g056890,Mt0104_00044,Mtr.19110.1.S1_at,Medtr_v1_049926
MtrunA17_Chr2g0317741,MtPDF32,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0317741,Medtr2g079430,Mt0019_00015,Msa.3004.1.S1_s_at,Medtr_v1_086153
MtrunA17_Chr2g0317751,MtPDF33,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0317751,Medtr2g079440,Mt0019_00016,Msa.3004.1.S1_s_at,Medtr_v1_086154
MtrunA17_Chr3g0089681,MtPDF34,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr3g0089681,Medtr3g032570,Mt0030_00316,Mtr.464.1.S1_at,Medtr_v1_016265
MtrunA17_Chr3g0131101,MtPDF36,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr3g0131101,Medtr3g097390,Mt0007_00467,#N/A,Medtr_v1_077302
MtrunA17_Chr3g0131111,MtPDF37,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr3g0131111,Medtr3g097420,Mt0007_00469,#N/A,Medtr_v1_084392
MtrunA17_Chr6g0458621,MtPDF38,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr6g0458621,Medtr6g022530,#N/A,#N/A,#N/A
MtrunA17_Chr7g0260561,MtPDF4,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr7g0260561,Medtr7g095970,Mt0058_10136,Mtr.30012.1.S1_at,Medtr_v1_078940
MtrunA17_Chr8g0337061,MtPDF40,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337061,Medtr8g009535,#N/A,#N/A,Medtr_v1_054918
MtrunA17_Chr8g0337711,MtPDF41,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337711,Medtr8g010230,Mt0015_00229,#N/A,#N/A
MtrunA17_Chr8g0337721,MtPDF42,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337721,Medtr8g010260,Mt0015_00230,Mtr.31192.1.S1_at,#N/A
MtrunA17_Chr8g0337731,MtPDF43,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337731,Medtr8g010270,Mt0015_00231,#N/A,#N/A
MtrunA17_Chr8g0337741,MtPDF44,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337741,Medtr8g010280,Mt0015_00233,Mtr.38134.1.S1_at,Medtr_v1_096847
MtrunA17_Chr8g0337751,MtPDF45,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337751,Medtr8g010290,Mt0015_00236,#N/A,Medtr_v1_086071
MtrunA17_Chr8g0337781,MtPDF46,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0337781,Medtr8g010320,Mt0015_00241,#N/A,Medtr_v1_078299
MtrunA17_Chr8g0368951,MtPDF48,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0368951,Medtr8g070780,Mt0020_10011,#N/A,Medtr_v1_001271
MtrunA17_Chr8g0368941,MtPDF49,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0368941,Medtr8g070790,Mt0020_10010,#N/A,Medtr_v1_001272
MtrunA17_Chr8g0339481,MtPDF5,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339481,Medtr8g012660,Mt0015_10328,Mtr.2221.1.S1_at,Medtr_v1_080941
MtrunA17_Chr8g0372021,MtPDF50,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0372021,Medtr8g075980,Mt0020_10211,Mtr.18218.1.S1_at,Medtr_v1_050851
MtrunA17_Chr8g0385301,MtPDF51,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0385301,Medtr8g095370,Mt0009_00488,Mtr.3903.1.S1_at,#N/A
MtrunA17_Chr8g0385311,MtPDF52,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0385311,Medtr8g095375,Mt0009_00488,Mtr.4093.1.S1_at,Medtr_v1_051884
MtrunA17_Chr8g0339681,MtPDF58,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339681,Medtr8g012775,Mt0015_10340,Mtr.28017.1.S1_s_at,Medtr_v1_086660
MtrunA17_Chr8g0359831,MtPDF60,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0359831,#N/A,Mt0075_10072,Mtr.35484.1.S1_at,#N/A
MtrunA17_Chr8g0359841,MtPDF60,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0359841,#N/A,#N/A,#N/A,#N/A
MtrunA17_Chr5g0422651,MtPDF67,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr5g0422651,Medtr5g054420,Mt0008_10106,#N/A,Medtr_v1_033093
MtrunA17_Chr8g0339731,MtPDF68,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339731,Medtr8g012850,#N/A,Mtr.35663.1.S1_at,#N/A
MtrunA17_Chr8g0339501,MtPDF7,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339501,Medtr8g012680,Mt0015_10329,Mtr.8806.1.S1_at,Medtr_v1_097571
MtrunA17_Chr8g0339511,MtPDF8,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339511,Medtr8g012690,Mt0015_10330,Mtr.8806.1.S1_at,Medtr_v1_082724
MtrunA17_Chr8g0339531,MtPDF9,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr8g0339531,Medtr8g012700,Mt0015_10332,Mtr.29600.1.S1_at,#N/A
MtrunA17_Chr2g0298321,MtPDL1,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298321,Medtr2g037200,Mt0055_10157,Mtr.16440.1.S1_at,Medtr_v1_011010
MtrunA17_Chr2g0298441,MtPDL11,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298441,Medtr2g037475,#N/A,#N/A,Medtr_v1_011034
MtrunA17_Chr2g0298451,MtPDL12,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298451,Medtr2g037505,#N/A,#N/A,Medtr_v1_011037
MtrunA17_Chr2g0298491,MtPDL14,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298491,Medtr2g037565,Mt0055_10133,Mtr.21082.1.S1_at,Medtr_v1_011042
MtrunA17_Chr2g0301211,MtPDL16,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0301211,Medtr2g043100,Mt0056_00128,#N/A,Medtr_v1_078884
MtrunA17_Chr2g0298331,MtPDL24,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298331,#N/A,Mt0055_10156,#N/A,#N/A
MtrunA17_Chr2g0298281,MtPDL25,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298281,Medtr2g037085,Mt0055_00130,#N/A,Medtr_v1_011001
MtrunA17_Chr2g0298311,MtPDL27,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298311,Medtr2g037190,Mt0055_00124,Mtr.16441.1.S1_at,Medtr_v1_011009
MtrunA17_Chr2g0298341,MtPDL4,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298341,Medtr2g037320,Mt0055_10149,Mtr.49342.1.S1_x_at,Medtr_v1_011019
MtrunA17_Chr2g0298361,MtPDL9,#N/A,Plant Defensin,PMID:29030416,MtrunA17Chr2g0298361,Medtr2g037400,Mt0055_10143,Mtr.49323.1.S1_x_at,Medtr_v1_011027
MtrunA17_Chr4g0019051,MtPEP,#N/A,Plant Elicitor Peptide,PMID:29030416,MtrunA17Chr4g0019051,Medtr4g037055,Mt0061_10063,Mtr.26841.1.S1_at,Medtr_v1_083021
UNDEF,MtPHO2,#N/A,phosphate transporter 2,PMID:26476189,UNDEF,Medtr2g017250,#N/A,#N/A,#N/A
MtrunA17_Chr3g0122101,MtPhyCys10,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0122101,Medtr3g084780,Mt0006_10273,Mtr.12486.1.S1_at,#N/A
MtrunA17_Chr3g0122111,MtPhyCys10,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0122111,#N/A,#N/A,Mtr.23806.1.S1_at,Medtr_v1_018461
MtrunA17_Chr4g0007361,MtPhyCys11,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0007361,Medtr4g017620,Mt0045_10026,Mtr.2634.1.S1_at,Medtr_v1_087078
MtrunA17_Chr4g0019791,MtPhyCys12,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0019791,Medtr4g040310,Mt0061_00167,#N/A,#N/A
MtrunA17_Chr4g0053921,MtPhyCys13,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0053921,Medtr4g095630,Mt0001_11601,Mtr.47803.1.S1_at,Medtr_v1_026206
MtrunA17_Chr4g0076001,MtPhyCys14,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0076001,Medtr4g133540,Mt0001_10089,#N/A,Medtr_v1_028162
MtrunA17_Chr5g0443051,MtPhyCys15,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr5g0443051,Medtr5g091260,Mt0010_10648,#N/A,Medtr_v1_035931
MtrunA17_Chr5g0443061,MtPhyCys16,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr5g0443061,Medtr5g091280,Mt0010_10650,#N/A,Medtr_v1_035932
MtrunA17_Chr5g0443081,MtPhyCys17,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr5g0443081,Medtr5g091330,Mt0010_10652,#N/A,Medtr_v1_035936
MtrunA17_Chr5g0443101,MtPhyCys18,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr5g0443101,Medtr5g091360,Mt0010_10653,#N/A,Medtr_v1_035939
MtrunA17_Chr4g0019971,MtPhyCys2,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0019971,Medtr0013s0070,Mt0061_00180,#N/A,Medtr_v1_093869
MtrunA17_Chr5g0448281,MtPhyCys20,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr5g0448281,Medtr5g098550,Mt0010_10981,#N/A,Medtr_v1_036566
MtrunA17_Chr6g0458541,MtPhyCys22,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr6g0458541,Medtr6g022420,Mt0033_10242,#N/A,Medtr_v1_083266
MtrunA17_Chr6g0458551,MtPhyCys23,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr6g0458551,Medtr6g022430,Mt0033_10244,Mtr.41577.1.S1_at,Medtr_v1_078943
MtrunA17_Chr8g0339821,MtPhyCys25,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr8g0339821,Medtr8g012950,Mt0015_10358,Mtr.36898.1.S1_at,Medtr_v1_091502
MtrunA17_Chr8g0374521,MtPhyCys26,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr8g0374521,Medtr8g079410,Mt0020_10390,Mtr.16102.1.S1_at,#N/A
MtrunA17_Chr8g0377741,MtPhyCys27,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr8g0377741,Medtr8g080920,Mt0076_00008,#N/A,#N/A
MtrunA17_Chr4g0020131,MtPhyCys28,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0020131,#N/A,#N/A,#N/A,#N/A
MtrunA17_Chr4g0028791,MtPhyCys3,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr4g0028791,Medtr0219s0010,Mt0003_10345,#N/A,Medtr_v1_097380
MtrunA17_Chr3g0096881,MtPhyCys30,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0096881,Medtr3g451850,Mt0060_00182,#N/A,Medtr_v1_087512
MtrunA17_Chr3g0093771,MtPhyCys31,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0093771,Medtr3g043750,Mt0091_00021,Msa.1388.1.S1_at,Medtr_v1_016566
MtrunA17_Chr5g0441261,MtPhyCys32,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr5g0441261,Medtr5g088770,Mt0010_10524,Mtr.35607.1.S1_at,Medtr_v1_035709
MtrunA17_Chr2g0319901,MtPhyCys33,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0319901,Medtr2g083810,Mt0019_00176,Mtr.17969.1.S1_at,Medtr_v1_012674
MtrunA17_Chr3g0120991,MtPhyCys34,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0120991,Medtr3g083100,Mt0006_10348,#N/A,Medtr_v1_018309
MtrunA17_Chr3g0120981,MtPhyCys36,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0120981,Medtr3g083080,Mt0006_10349,#N/A,Medtr_v1_018307
MtrunA17_Chr2g0333201,MtPhyCys37,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0333201,Medtr2g103990,Mt0016_00082,Mtr.38196.1.S1_at,Medtr_v1_013846
MtrunA17_Chr2g0333041,MtPhyCys39,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0333041,Medtr2g103740,Mt0016_00094,Mtr.15441.1.S1_at,Medtr_v1_013825
MtrunA17_Chr1g0174321,MtPhyCys4,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr1g0174321,Medtr0437s0020,#N/A,#N/A,Medtr_v1_099878
MtrunA17_Chr8g0354141,MtPhyCys40,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr8g0354141,Medtr8g041410,Mt0037_00256,Msa.1681.1.S1_at,Medtr_v1_049556
MtrunA17_Chr3g0097041,MtPhyCys43,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr3g0097041,Medtr3g451210,Mt0123_00024,Mtr.24023.1.S1_at,Medtr_v1_080971
MtrunA17_Chr2g0326101,MtPhyCys45,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0326101,Medtr2g093430,Mt0016_10561,Mtr.27432.1.S1_at,Medtr_v1_013120
MtrunA17_Chr8g0386751,MtPhyCys46,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr8g0386751,Medtr8g098380,Mt0009_00571,Mtr.26624.1.S1_at,#N/A
MtrunA17_Chr2g0290101,MtPhyCys5,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0290101,Medtr2g026040,Mt0018_00059,Mtr.20373.1.S1_at,Medtr_v1_010271
MtrunA17_Chr2g0291121,MtPhyCys6,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0291121,Medtr2g028080,Mt0018_00157,#N/A,Medtr_v1_010415
MtrunA17_Chr2g0315931,MtPhyCys8,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0315931,Medtr2g076740,Mt0048_00034,Mtr.15354.1.S1_at,Medtr_v1_012369
MtrunA17_Chr2g0315951,MtPhyCys9,#N/A,Phytocystatin,PMID:29030416,MtrunA17Chr2g0315951,Medtr2g076800,Mt0048_00031,Mtr.15360.1.S1_at,Medtr_v1_012372
MtrunA17_Chr4g0034301,MtPhytogb1.1,#N/A,non-symbiotic hemoglobin (ns-Hb),PMID:32003030,MtrunA17Chr4g0034301,Medtr4g068860,Mt0003_10767,Msa.878.1.S1_at,Medtr_v1_083162
MtrunA17_Chr4g0034311,MtPhytogb1.2,#N/A,non-symbiotic hemoglobin (ns-Hb),PMID:32003030,MtrunA17Chr4g0034311,Medtr4g068870,Mt0003_10768,Mtr.29072.1.S1_s_at,Medtr_v1_083161
MtrunA17_Chr2g0305541,MtPhytogb1.3,#N/A,non-symbiotic hemoglobin (ns-Hb),PMID:32003030,MtrunA17Chr2g0305541,Medtr0026s0210,Mt0003_00775,#N/A,Medtr_v1_090158
MtrunA17_Chr3g0139391,MtPhytogb3.1,#N/A,truncated hemoglobin (tr-Hb),PMID:32003030,MtrunA17Chr3g0139391,Medtr3g109420,Mt0007_00981,Mtr.47990.1.S1_at,Medtr_v1_020220
MtrunA17_Chr1g0147401,MtPhytogb3.2,#N/A,truncated hemoglobin (tr-Hb),PMID:32003030,MtrunA17Chr1g0147401,Medtr1g008700,Mt0002_00088,Mtr.10341.1.S1_at,Medtr_v1_004055
MtrunA17_Chr3g0137421,MtPI,#N/A,proteinase inhibitor; TC100490,PMID:17249425,MtrunA17Chr3g0137421,Medtr3g106585,Mt0007_10905,Msa.2805.1.S1_at,#N/A
MtrunA17_Chr3g0126781,MtPI4K,#N/A,1-phosphatidylinositol 4-kinase; housekeeping gene,PMID:27021190,MtrunA17Chr3g0126781,Medtr3g091400,Mt0007_10157,Mtr.30862.1.S1_at,Medtr_v1_018944
MtrunA17_Chr4g0044181,MtPIN1,#N/A,PIN-FORMED auxin efflux carrier component,PMID:15375694,MtrunA17Chr4g0044181,Medtr4g084870,Mt0003_01483,Mtr.38716.1.S1_at,Medtr_v1_084669
MtrunA17_Chr7g0255941,MtPIN10,#N/A,PIN-FORMED auxin efflux carrier component; AtPIN1-like,PMID:15375694,MtrunA17Chr7g0255941,Medtr7g089360,Mt0011_10263,Mtr.47942.1.S1_at,#N/A
MtrunA17_Chr4g0071571,MtPIN2,#N/A,PIN-FORMED auxin efflux carrier component,PMID:15375694,MtrunA17Chr4g0071571,Medtr4g127100,Mt0001_10398,Mtr.45124.1.S1_at,Medtr_v1_027660
MtrunA17_Chr1g0160461,MtPIN3,#N/A,PIN-FORMED auxin efflux carrier component,PMID:15375694,MtrunA17Chr1g0160461,Medtr1g030890,Mt0002_10996,Mtr.45439.1.S1_at,Medtr_v1_085569
MtrunA17_Chr6g0478431,MtPIN4,#N/A,PIN-FORMED auxin efflux carrier component,PMID:15375694,MtrunA17Chr6g0478431,Medtr6g069510,Mt0082_00042,Mtr.1076.1.S1_at,Medtr_v1_039814
MtrunA17_Chr8g0393111,MtPIN5,#N/A,PIN-FORMED auxin efflux carrier component,PMID:15375694,MtrunA17Chr8g0393111,Medtr8g107360,Mt0009_01042,Mtr.17296.1.S1_at,Medtr_v1_052553
