locus_tag	ftype	length_bp	gene	EC_number	COG	product
WSM1022_03597	CDS	600	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
WSM1022_03598	CDS	2442	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
WSM1022_03599	CDS	993	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
WSM1022_03600	CDS	687	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
WSM1022_03601	CDS	921	fdhE		COG3058	Protein FdhE
WSM1022_03602	CDS	1356	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
WSM1022_03603	CDS	795	esiB_2			Secretory immunoglobulin A-binding protein EsiB
WSM1022_03604	CDS	2001	selB		COG3276	Selenocysteine-specific elongation factor
WSM1022_03605	CDS	291				hypothetical protein
WSM1022_03606	CDS	288				hypothetical protein
WSM1022_03607	CDS	213				hypothetical protein
WSM1022_03608	CDS	186				hypothetical protein
WSM1022_03609	tRNA	96				tRNA-SeC(tca)
WSM1022_03610	CDS	384				hypothetical protein
WSM1022_03611	CDS	1068			COG1305	putative protein
WSM1022_03612	CDS	378				hypothetical protein
WSM1022_03613	CDS	1050	selD	2.7.9.3	COG0709	Selenide, water dikinase
WSM1022_03614	CDS	1656				hypothetical protein
WSM1022_03615	CDS	1623	yheS_3		COG0488	putative ABC transporter ATP-binding protein YheS
WSM1022_03616	CDS	900	dmlR_8			HTH-type transcriptional regulator DmlR
WSM1022_03617	CDS	990	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
WSM1022_03618	CDS	267				hypothetical protein
WSM1022_03619	CDS	1017				hypothetical protein
WSM1022_03620	CDS	1092	apsD_2	1.1.1.-		D-apiose dehydrogenase
WSM1022_03621	CDS	915				hypothetical protein
WSM1022_03622	CDS	1182				hypothetical protein
WSM1022_03623	CDS	795	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
WSM1022_03624	CDS	1194	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
WSM1022_03625	CDS	1149				hypothetical protein
WSM1022_03626	CDS	771	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
WSM1022_03627	CDS	957	rbsC_7		COG1172	Ribose import permease protein RbsC
WSM1022_03628	CDS	975				hypothetical protein
WSM1022_03629	CDS	1437	mglA_4	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
WSM1022_03630	CDS	1248	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
WSM1022_03631	CDS	1197	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
WSM1022_03632	CDS	786	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
WSM1022_03633	CDS	936		3.1.1.99		6-deoxy-6-sulfogluconolactonase
WSM1022_03634	CDS	690	rspR_1		COG1802	HTH-type transcriptional repressor RspR
WSM1022_03635	CDS	735	lutR_3		COG2186	HTH-type transcriptional regulator LutR
WSM1022_03636	CDS	1191	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
WSM1022_03637	CDS	693	rspR_2		COG1802	HTH-type transcriptional repressor RspR
WSM1022_03638	CDS	975				hypothetical protein
WSM1022_03639	CDS	984	rbsC_8		COG1172	Ribose import permease protein RbsC
WSM1022_03640	CDS	732	frcA_4	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
WSM1022_03641	CDS	759		1.1.1.390		Sulfoquinovose 1-dehydrogenase
WSM1022_03642	CDS	888	yphB		COG2017	putative protein YphB
WSM1022_03643	CDS	879	ccpA_2		COG1609	Catabolite control protein A
WSM1022_03644	CDS	669	glnP_1		COG0765	Glutamine transport system permease protein GlnP
WSM1022_03645	CDS	657	yecS_1		COG0765	L-cystine transport system permease protein YecS
WSM1022_03646	CDS	816	fliY_2		COG0834	L-cystine-binding protein FliY
WSM1022_03647	CDS	780	glnQ_3			Glutamine transport ATP-binding protein GlnQ
WSM1022_03648	CDS	939		1.1.1.215	COG1052	2-ketogluconate reductase
WSM1022_03649	CDS	333				hypothetical protein
WSM1022_03650	CDS	399	yjgH		COG0251	RutC family protein YjgH
WSM1022_03651	CDS	696				hypothetical protein
WSM1022_03652	CDS	852	dat_3	2.6.1.21		D-alanine aminotransferase
WSM1022_03653	CDS	1038		3.4.11.25		Beta-peptidyl aminopeptidase BapA
WSM1022_03654	CDS	942	yjiE			HTH-type transcriptional regulator YjiE
WSM1022_03655	CDS	1626	nfdA_1	3.5.1.91		N-substituted formamide deformylase
WSM1022_03656	CDS	1593	dppA_5		COG0747	Periplasmic dipeptide transport protein
WSM1022_03657	CDS	936	gsiC_7		COG0601	Glutathione transport system permease protein GsiC
WSM1022_03658	CDS	822	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
WSM1022_03659	CDS	915	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
WSM1022_03660	CDS	963	gsiA_6	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
WSM1022_03661	CDS	255				hypothetical protein
WSM1022_03662	CDS	420	fitB_1	3.1.-.-		Toxin FitB
WSM1022_03663	CDS	2271				hypothetical protein
WSM1022_03664	CDS	363				hypothetical protein
WSM1022_03665	CDS	1161				hypothetical protein
WSM1022_03666	CDS	921	cbpA_2		COG2214	Curved DNA-binding protein
WSM1022_03667	CDS	339				hypothetical protein
WSM1022_03668	CDS	531	fdhC_2			Fructose dehydrogenase cytochrome subunit
WSM1022_03669	CDS	144				hypothetical protein
WSM1022_03670	CDS	168				hypothetical protein
WSM1022_03671	CDS	393				hypothetical protein
WSM1022_03672	CDS	1635	groL5_1			60 kDa chaperonin 5
WSM1022_03673	CDS	318	groS1_2		COG0234	10 kDa chaperonin 1
WSM1022_03674	CDS	210	cspA_3		COG1278	Cold shock protein CspA
WSM1022_03675	CDS	381				hypothetical protein
WSM1022_03676	CDS	1071	des	1.14.19.-	COG3239	Fatty acid desaturase
WSM1022_03677	CDS	288				hypothetical protein
WSM1022_03678	CDS	606				hypothetical protein
WSM1022_03679	CDS	315				hypothetical protein
WSM1022_03680	CDS	2010				hypothetical protein
WSM1022_03681	CDS	2190				hypothetical protein
WSM1022_03682	CDS	1401				hypothetical protein
WSM1022_03683	CDS	543	ecfG_4			ECF RNA polymerase sigma factor EcfG
WSM1022_03684	CDS	786				hypothetical protein
WSM1022_03685	CDS	501				hypothetical protein
WSM1022_03686	CDS	714				hypothetical protein
WSM1022_03687	CDS	483	greB			Transcription elongation factor GreB
WSM1022_03688	CDS	1527	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
WSM1022_03689	CDS	1440				hypothetical protein
WSM1022_03690	CDS	1317	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
WSM1022_03691	CDS	570				hypothetical protein
WSM1022_03692	CDS	1005			COG1638	Solute-binding protein
WSM1022_03693	CDS	675	mcbR_2		COG1802	HTH-type transcriptional regulator McbR
WSM1022_03694	CDS	1401	sctC_2			Type 3 secretion system secretin
WSM1022_03695	CDS	297				hypothetical protein
WSM1022_03696	CDS	531				hypothetical protein
WSM1022_03697	CDS	813	rsmA_2	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
WSM1022_03698	CDS	786	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
WSM1022_03699	CDS	837			COG1073	putative protein
WSM1022_03700	CDS	921		2.7.4.1		Polyphosphate:ADP phosphotransferase 2
WSM1022_03701	CDS	1002				hypothetical protein
WSM1022_03702	CDS	327				hypothetical protein
WSM1022_03703	CDS	1857				hypothetical protein
WSM1022_03704	CDS	918	gcvA_6			Glycine cleavage system transcriptional activator
WSM1022_03705	CDS	873	phzF_3	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
WSM1022_03706	CDS	204	cspA_4		COG1278	Cold shock protein CspA
WSM1022_03707	CDS	1545	lfrA_1		COG0477	Multidrug efflux pump LfrA
WSM1022_03708	CDS	954	ydaD_1	1.-.-.-		General stress protein 39
WSM1022_03709	CDS	444				hypothetical protein
WSM1022_03710	CDS	630				hypothetical protein
WSM1022_03711	CDS	531				hypothetical protein
WSM1022_03712	CDS	267				hypothetical protein
WSM1022_03713	CDS	915	gnl_1	3.1.1.17		Gluconolactonase
WSM1022_03714	CDS	948				hypothetical protein
WSM1022_03715	CDS	948	rbsC_9		COG1172	Ribose import permease protein RbsC
WSM1022_03716	CDS	1461	rbsA_5	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
WSM1022_03717	CDS	1098				hypothetical protein
WSM1022_03718	CDS	1248				hypothetical protein
WSM1022_03719	CDS	723	nreC		COG2197	Oxygen regulatory protein NreC
WSM1022_03720	CDS	120				hypothetical protein
WSM1022_03721	CDS	822				hypothetical protein
WSM1022_03722	CDS	267				hypothetical protein
WSM1022_03723	CDS	177				hypothetical protein
WSM1022_03724	CDS	843	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
WSM1022_03725	CDS	738	frcA_5	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
WSM1022_03726	CDS	1020	lsrC_2		COG1172	Autoinducer 2 import system permease protein LsrC
WSM1022_03727	CDS	951	rbsB_4		COG1879	Ribose import binding protein RbsB
WSM1022_03728	CDS	1515	betB_3	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
WSM1022_03729	CDS	702	rspR_3		COG1802	HTH-type transcriptional repressor RspR
WSM1022_03730	CDS	594				hypothetical protein
WSM1022_03731	CDS	1467	lfrA_2		COG0477	Multidrug efflux pump LfrA
WSM1022_03732	CDS	993				hypothetical protein
WSM1022_03733	CDS	1347	gdh_6	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
WSM1022_03734	CDS	423	rnk_2			Regulator of nucleoside diphosphate kinase
WSM1022_03735	CDS	522				hypothetical protein
WSM1022_03736	CDS	1392	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
WSM1022_03737	CDS	1779	araC_2	4.2.1.25		L-arabonate dehydratase
WSM1022_03738	CDS	882	glxR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
WSM1022_03739	CDS	984	denD_1	1.1.1.410	COG0451	D-erythronate dehydrogenase
WSM1022_03740	CDS	1446		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
WSM1022_03741	CDS	726	lutR_4		COG2186	HTH-type transcriptional regulator LutR
WSM1022_03742	CDS	1197				hypothetical protein
WSM1022_03743	CDS	534	yiaM_1		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
WSM1022_03744	CDS	1278	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
WSM1022_03745	CDS	1005				hypothetical protein
WSM1022_03746	CDS	681				hypothetical protein
WSM1022_03747	CDS	978	dinG	3.1.-.-		3'-5' exonuclease DinG
WSM1022_03748	CDS	2094	tmd	1.5.8.2		Trimethylamine dehydrogenase
WSM1022_03749	CDS	846				hypothetical protein
WSM1022_03750	CDS	1464	davD_3	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
WSM1022_03751	CDS	1200	adh1_1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
WSM1022_03752	CDS	1005	yjmC_2	1.1.1.-	COG2055	putative oxidoreductase YjmC
WSM1022_03753	CDS	687				hypothetical protein
WSM1022_03754	CDS	1593	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
WSM1022_03755	CDS	996	rbsC_10		COG1172	Ribose import permease protein RbsC
WSM1022_03756	CDS	966				hypothetical protein
WSM1022_03757	CDS	588	yhbO_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
WSM1022_03758	CDS	351				hypothetical protein
WSM1022_03759	CDS	669				hypothetical protein
WSM1022_03760	CDS	1038	yscU			Yop proteins translocation protein U
WSM1022_03761	CDS	852				hypothetical protein
WSM1022_03762	CDS	444				hypothetical protein
WSM1022_03763	CDS	1344	sctC_3			Type 3 secretion system secretin
WSM1022_03764	CDS	2148	mxiA		COG4789	Protein MxiA
WSM1022_03765	CDS	336				hypothetical protein
WSM1022_03766	CDS	381				hypothetical protein
WSM1022_03767	CDS	912				hypothetical protein
WSM1022_03768	CDS	162				hypothetical protein
WSM1022_03769	CDS	621	sctC_4			Type 3 secretion system secretin
WSM1022_03770	CDS	186				hypothetical protein
WSM1022_03771	CDS	432				hypothetical protein
WSM1022_03772	CDS	801				hypothetical protein
WSM1022_03773	CDS	681				hypothetical protein
WSM1022_03774	CDS	606	yscL			Yop proteins translocation protein L
WSM1022_03775	CDS	1347	yscN	7.1.2.2		putative ATP synthase YscN
WSM1022_03776	CDS	489				hypothetical protein
WSM1022_03777	CDS	1050				hypothetical protein
WSM1022_03778	CDS	651	spaP		COG4790	Surface presentation of antigens protein SpaP
WSM1022_03779	CDS	270				hypothetical protein
WSM1022_03780	CDS	792				hypothetical protein
WSM1022_03781	CDS	3126				hypothetical protein
WSM1022_03782	CDS	3405				hypothetical protein
WSM1022_03783	CDS	612	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
WSM1022_03784	CDS	789				hypothetical protein
WSM1022_03785	CDS	405				ISL3 family transposase ISStma11
WSM1022_03786	CDS	447				hypothetical protein
WSM1022_03787	CDS	837				hypothetical protein
WSM1022_03788	CDS	312				hypothetical protein
WSM1022_03789	CDS	537				hypothetical protein
WSM1022_03790	CDS	1551	cya_2		COG2931	Bifunctional hemolysin/adenylate cyclase
WSM1022_03791	CDS	693				hypothetical protein
WSM1022_03792	CDS	213				hypothetical protein
WSM1022_03793	CDS	306				IS66 family transposase ISAtu6
WSM1022_03794	CDS	225				hypothetical protein
WSM1022_03795	CDS	180				hypothetical protein
WSM1022_03796	CDS	2073				hypothetical protein
WSM1022_03797	CDS	747				hypothetical protein
WSM1022_03798	CDS	348				hypothetical protein
WSM1022_03799	CDS	423				hypothetical protein
WSM1022_03800	CDS	159				hypothetical protein
WSM1022_03801	CDS	171				hypothetical protein
WSM1022_03802	CDS	462				hypothetical protein
WSM1022_03803	CDS	492				hypothetical protein
WSM1022_03804	CDS	117				hypothetical protein
WSM1022_03805	CDS	1815	moxF_1	1.1.2.7		Methanol dehydrogenase [cytochrome c] subunit 1
WSM1022_03806	CDS	822				hypothetical protein
WSM1022_03807	CDS	558				hypothetical protein
WSM1022_03808	CDS	1005	ctaC_2	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
WSM1022_03809	CDS	1920	ctaD_2	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
WSM1022_03810	CDS	597				hypothetical protein
WSM1022_03811	CDS	351				hypothetical protein
WSM1022_03812	CDS	960				hypothetical protein
WSM1022_03813	CDS	1335				ISNCY family transposase ISRsp17
WSM1022_03814	CDS	756	cah	4.2.1.1	COG3338	Carbonic anhydrase
WSM1022_03815	CDS	624				hypothetical protein
WSM1022_03816	CDS	1632				hypothetical protein
WSM1022_03817	CDS	435				hypothetical protein
WSM1022_03818	CDS	1638	groL1_2		COG0459	60 kDa chaperonin 1
WSM1022_03819	CDS	297	groS1_3		COG0234	10 kDa chaperonin 1
WSM1022_03820	CDS	252	acpP_2		COG0236	Acyl carrier protein
WSM1022_03821	CDS	267				hypothetical protein
WSM1022_03822	CDS	114				hypothetical protein
WSM1022_03823	CDS	258				hypothetical protein
WSM1022_03824	CDS	291				hypothetical protein
WSM1022_03825	CDS	447				hypothetical protein
WSM1022_03826	CDS	444				hypothetical protein
WSM1022_03827	CDS	303				hypothetical protein
WSM1022_03828	CDS	321				hypothetical protein
WSM1022_03829	CDS	360				hypothetical protein
WSM1022_03830	CDS	210				hypothetical protein
WSM1022_03831	CDS	522				hypothetical protein
WSM1022_03832	CDS	204	cspA_5		COG1278	Cold shock protein CspA
WSM1022_03833	CDS	927				ISNCY family transposase ISRle10
WSM1022_03834	CDS	348				ISNCY family transposase ISRsp17
WSM1022_03835	CDS	117				hypothetical protein
WSM1022_03836	CDS	594				hypothetical protein
WSM1022_03837	CDS	156				hypothetical protein
WSM1022_03838	CDS	1419	alsT_2		COG1115	Amino-acid carrier protein AlsT
WSM1022_03839	CDS	309				hypothetical protein
WSM1022_03840	CDS	318				hypothetical protein
WSM1022_03841	CDS	450	ros_2		COG4957	Transcriptional regulatory protein ros
WSM1022_03842	CDS	102				hypothetical protein
WSM1022_03843	CDS	231	vdh	1.14.15.15		Vitamin D(3) 25-hydroxylase
WSM1022_03844	CDS	414				hypothetical protein
WSM1022_03845	CDS	312				hypothetical protein
WSM1022_03846	CDS	249				hypothetical protein
WSM1022_03847	CDS	1260				IS21 family transposase ISPpu7
WSM1022_03848	CDS	738				IS21 family transposase ISRel16
WSM1022_03849	CDS	879	gcvA_7			Glycine cleavage system transcriptional activator
WSM1022_03850	CDS	1239		1.14.13.239		Carnitine monooxygenase oxygenase subunit
WSM1022_03851	CDS	1062	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
WSM1022_03852	CDS	693		1.5.1.-		putative flavin reductase
WSM1022_03853	CDS	474				IS630 family transposase ISRm2011-2
WSM1022_03854	CDS	408				hypothetical protein
WSM1022_03855	CDS	579				hypothetical protein
WSM1022_03856	CDS	624	paiB		COG2808	Protease synthase and sporulation protein PAI 2
WSM1022_03857	CDS	1458	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
WSM1022_03858	CDS	183				hypothetical protein
WSM1022_03859	CDS	1197				IS256 family transposase ISRm5
WSM1022_03860	CDS	306				hypothetical protein
WSM1022_03861	CDS	708				hypothetical protein
WSM1022_03862	CDS	363	virB2_1			Protein virB2
WSM1022_03863	CDS	327	virB3_1		COG3702	Type IV secretion system protein virB3
WSM1022_03864	CDS	2370	virB4_1			Protein virB4
WSM1022_03865	CDS	684	virB5_1			Protein virB5
WSM1022_03866	CDS	888				hypothetical protein
WSM1022_03867	CDS	714	virB8_1			Protein virB8
WSM1022_03868	CDS	882	virB9_1			Protein virB9
WSM1022_03869	CDS	1119				Protein virB10
WSM1022_03870	CDS	1041			COG0630	Type IV secretion system protein VirB11
WSM1022_03871	CDS	660	ompR_2			Transcriptional regulatory protein OmpR
WSM1022_03872	CDS	177				hypothetical protein
WSM1022_03873	CDS	1569	virD4			Protein VirD4
WSM1022_03874	CDS	888				hypothetical protein
WSM1022_03875	CDS	369	cysD_2	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
WSM1022_03876	CDS	1044	cysN_2	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
WSM1022_03877	CDS	321	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
WSM1022_03878	CDS	456				hypothetical protein
WSM1022_03879	CDS	1287				hypothetical protein
WSM1022_03880	CDS	801				IS21 family transposase ISSme2
WSM1022_03881	CDS	258				hypothetical protein
WSM1022_03882	CDS	345				IS110 family transposase ISMno22
WSM1022_03883	CDS	303				hypothetical protein
WSM1022_03884	CDS	168				hypothetical protein
WSM1022_03885	CDS	606				hypothetical protein
WSM1022_03886	CDS	1101	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
WSM1022_03887	CDS	642	rutR_2		COG1309	HTH-type transcriptional regulator RutR
WSM1022_03888	CDS	99				hypothetical protein
WSM1022_03889	CDS	852		3.2.2.27		Uracil-DNA glycosylase
WSM1022_03890	CDS	1626	betA_2	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
WSM1022_03891	CDS	321				hypothetical protein
WSM1022_03892	CDS	1053				hypothetical protein
WSM1022_03893	CDS	1581	lsrA_1	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
WSM1022_03894	CDS	1038				hypothetical protein
WSM1022_03895	CDS	894				hypothetical protein
WSM1022_03896	CDS	426				hypothetical protein
WSM1022_03897	CDS	939	rihA_2	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
WSM1022_03898	CDS	1482	mtaD_1	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
WSM1022_03899	CDS	324				hypothetical protein
WSM1022_03900	CDS	714				hypothetical protein
WSM1022_03901	CDS	132				hypothetical protein
WSM1022_03902	CDS	321				hypothetical protein
WSM1022_03903	CDS	1083				hypothetical protein
WSM1022_03904	CDS	297				hypothetical protein
WSM1022_03905	CDS	654				hypothetical protein
WSM1022_03906	CDS	567				ISNCY family transposase ISRel10
WSM1022_03907	CDS	1407				hypothetical protein
WSM1022_03908	CDS	1404				hypothetical protein
WSM1022_03909	CDS	1110	msrP_2	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
WSM1022_03910	CDS	717	mcbR_3		COG1802	HTH-type transcriptional regulator McbR
WSM1022_03911	CDS	1065	lgoD_2	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
WSM1022_03912	CDS	1002	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
WSM1022_03913	CDS	1752	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase large subunit
WSM1022_03914	CDS	1203				hypothetical protein
WSM1022_03915	CDS	888	livH_5		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
WSM1022_03916	CDS	1809	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
WSM1022_03917	CDS	705	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
WSM1022_03918	CDS	813	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
WSM1022_03919	CDS	816	aroE_3	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
WSM1022_03920	CDS	1410		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
WSM1022_03921	CDS	1611	betA_3	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
WSM1022_03922	CDS	561				hypothetical protein
WSM1022_03923	CDS	459				hypothetical protein
WSM1022_03924	CDS	984				hypothetical protein
WSM1022_03925	CDS	474				hypothetical protein
WSM1022_03926	CDS	1500				hypothetical protein
WSM1022_03927	CDS	885				hypothetical protein
WSM1022_03928	CDS	2607	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
WSM1022_03929	CDS	861	coxM_2	1.2.5.3		Carbon monoxide dehydrogenase medium chain
WSM1022_03930	CDS	480	ndhS_1	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
WSM1022_03931	CDS	2253	hcrA_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
WSM1022_03932	CDS	246				hypothetical protein
WSM1022_03933	CDS	858	gltC			HTH-type transcriptional regulator GltC
WSM1022_03934	CDS	120				hypothetical protein
WSM1022_03935	CDS	771	maiA_1	5.2.1.1	COG3473	Maleate isomerase
WSM1022_03936	CDS	528				hypothetical protein
WSM1022_03937	CDS	1257	hyuC_2	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
WSM1022_03938	CDS	318				hypothetical protein
WSM1022_03939	CDS	162				hypothetical protein
WSM1022_03940	CDS	297				hypothetical protein
WSM1022_03941	CDS	498				hypothetical protein
WSM1022_03942	CDS	879	dsdC		COG0583	HTH-type transcriptional regulator DsdC
WSM1022_03943	CDS	1239		1.14.13.239		Carnitine monooxygenase oxygenase subunit
WSM1022_03944	CDS	1062	hmp_2	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
WSM1022_03945	CDS	408	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
